username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2012-01-31 13:49;0;0;"I am an ISTJ with a psychology degree? Learn how to reduce and cope with anxiety! I am willing to go for further... http:// bit.ly/xM0MfF";;;;"164465355186647040";https://twitter.com/Voncileinfpt/status/164465355186647040
;2012-01-31 13:49;0;0;"I am an ISTJ with a psychology degree? Â« Psychology Self-Help 404 - Krch! Domain is blacklisted!";;;;"164465352795889665";https://twitter.com/Ricardazgbdc/status/164465352795889665
;2012-01-31 13:49;0;0;"I am an ISTJ with a psychology degree? Learn how to reduce and cope with anxiety! I am willing to go for further... http:// bit.ly/xg84t7";;;;"164465338900152320";https://twitter.com/Rondaqohwd/status/164465338900152320
;2012-01-31 13:49;0;0;"I am an ISTJ with a psychology degree? Â« Psychology Self-Help 404 - Krch! Domain is blacklisted!";;;;"164465331094568960";https://twitter.com/Kizzydwkjr/status/164465331094568960
;2012-01-31 13:49;0;0;"I am an ISTJ with a psychology degree? Â« Psychology Self-Help http:// tinyurl.com/7sxz5a8";;;;"164465310693457922";https://twitter.com/Almavyhfe/status/164465310693457922
;2012-01-31 12:04;0;0;"Was reminded today that I am an ISTJ . #FB";;;#FB;"164438939204190208";https://twitter.com/matthewhann/status/164438939204190208
;2012-01-30 22:49;0;0;"i am an ISTJ and so was eeyore. lol oops?";;;;"164238862275723264";https://twitter.com/sparklylulz/status/164238862275723264
;2012-01-27 19:19;0;0;"@terpblog @doosting @sheethuis it says I am an idealist? I did not get 4 letters? And Kt you are ISTJ almost to a T.:)";;@terpblog @doosting @sheethuis;;"163098757813125120";https://twitter.com/theresa_untied/status/163098757813125120
;2012-01-24 10:31;0;0;"Thanks for follow @marketingwizdom . I believe I am ENFP myself. @GeneralCrawford is an ISTJ . We complement, though he rarely compliments.";;@marketingwizdom @GeneralCrawford;;"161878917911814144";https://twitter.com/barnes_leslie/status/161878917911814144
;2012-01-20 07:48;0;0;"I am an ISTJ . #myersbriggs #personalitytype";;;#myersbriggs #personalitytype;"160388113506631680";https://twitter.com/Megan0527/status/160388113506631680
;2012-01-19 18:07;0;0;"I am an ISTJ . What is up with that?! This thing is telling me that I am not creative and cannot think abstractly. My life is a lie.";;;;"160181651052310528";https://twitter.com/thenorthwestman/status/160181651052310528
;2012-01-15 13:38;0;0;"I am an ISTJ";;;;"158664360363954176";https://twitter.com/Mia_Elliott/status/158664360363954176
;2012-01-14 13:00;0;0;"I am an ISTJ on the Meyers Briggs but there is some conflict with my MAPP. So what do I do if I don't do computer work of some type?";;;;"158292493576843266";https://twitter.com/tcwolf42/status/158292493576843266
;2012-01-07 09:18;0;0;"oh hey I am an ISTJ";;;;"155699944139915265";https://twitter.com/merialatorre/status/155699944139915265
;2011-12-21 09:04;0;0;"Much like Herbert Hoover, Harry S. Truman, Kirk Douglas, Clint Eastwood, I am an ISTJ and best suited for Management and Accounting #Fun";;;#Fun;"149535736608198656";https://twitter.com/CCampbell_/status/149535736608198656
;2011-12-10 17:04;0;0;"@rebeccabarlow I took that turns out I am an ISTJ also known as a Guardian, what was yours";;@rebeccabarlow;;"145670354558398464";https://twitter.com/wiseway777/status/145670354558398464
;2011-12-07 04:33;0;0;"I am an istj , as predicted.";;;;"144394044624207872";https://twitter.com/AllyGuyPorter/status/144394044624207872
;2011-11-14 06:26;0;0;"WTF i am NOT an ISTJ !!! #personalitytestssuck #psychologycanbeoffensive";;;#personalitytestssuck #psychologycanbeoffensive;"136087620915691520";https://twitter.com/nikkimkocina/status/136087620915691520
;2011-11-09 16:50;0;0;"Just took a free personality test. I am an ISTJ - Introverted Sensing with Extraverted Thinking. Interesting.";;;;"134432717617115137";https://twitter.com/thecurvyjones/status/134432717617115137
;2011-11-09 08:12;0;0;"And since I am an ISTJ .. @GeezItsTrue Life is a tragedy for those who feel, and a comedy for those who think.";;@GeezItsTrue;;"134302238607806464";https://twitter.com/GitaPrihanto/status/134302238607806464
;2011-11-04 00:04;0;0;"apparently I am an ISTJ i can't remember what I've gotten before haha";;;;"132352455538253824";https://twitter.com/slurpeerule/status/132352455538253824
;2011-11-02 18:21;0;0;"Leadership Academy was awesome tonight. I learned that I am an ISTJ .";;;;"131903767263195136";https://twitter.com/AleciaJarrett/status/131903767263195136
;2011-10-24 10:21;0;0;"I am an ISTJ .";;;;"128521435265249280";https://twitter.com/postcpnjazzcore/status/128521435265249280
;2011-10-23 15:11;0;0;"I am an ISTJ wow this personality test is very accurate i think :)";;;;"128232124674347008";https://twitter.com/ismilesalot/status/128232124674347008
;2011-10-19 13:12;0;0;"Today I am an ISTJ for some reason.";;;;"126752497913184256";https://twitter.com/onechilles/status/126752497913184256
;2011-09-20 18:43;0;0;"@Dr_Nikolai For instance from a test I had taken in the past I am an ISTJ (which the description fits me) but I could easily fit others.";;@Dr_Nikolai;;"116326538567356416";https://twitter.com/bites/status/116326538567356416
;2011-09-14 17:16;0;0;"I am an ISTJ according to the Meyers-Briggs type indicator test. I'd say thats pretty accurate... At least of how I picture myself";;;;"114130442508173312";https://twitter.com/TyHumpert/status/114130442508173312
;2011-09-12 06:56;0;0;"Watching videos about MPLS and VPLS because I am an ISTJ NERD.";;;;"113249647627214848";https://twitter.com/colinmccarthy/status/113249647627214848
;2011-09-04 11:45;0;0;"Anyone else take the Myers Briggs personality assesment? I am an ISTJ , which means I am a bitch who likes rules and order.";;;;"110423188101537792";https://twitter.com/SuperErizzle/status/110423188101537792
;2011-08-31 08:30;0;0;"@Asviii I am an ISTJ !";;@Asviii;;"108924608736010241";https://twitter.com/_illadelph/status/108924608736010241
;2011-08-29 21:19;0;0;"Enjoyed - by the way, I am an ISTJ RT @BethMcShane : Short Myers-Briggs Test | usefulcharts.com - StumbleUpon http://j.mp/rpxLLB";;@BethMcShane;;"108393466182115330";https://twitter.com/dbvickery/status/108393466182115330
;2011-08-20 16:39;0;0;"@itsMEdabs sir I am an ISTJ . Plans are necessary.";;@itsMEdabs;;"105061429899558912";https://twitter.com/_illadelph/status/105061429899558912
;2011-08-15 14:33;0;0;"After some reading I think I am much more like an ISTJ than a INTJ. That's a little better I guess.";;;;"103217885056479232";https://twitter.com/tylersununu/status/103217885056479232
;2011-08-13 06:23;0;0;"I'm an istj " @classycareer : Do you know what your Myers-Briggs Type indicator is? I am an ISFJ. What are you?"";;@classycareer;;"102369795164475392";https://twitter.com/lapesoetan/status/102369795164475392
;2011-08-12 10:56;0;0;"I am an ISTJ RT @donnadunning : Quotes from #ISTJs and #ISFJs http:// bit.ly/nyOYRI #MBTI";;@donnadunning;#ISTJs #ISFJs #MBTI;"102076043527061505";https://twitter.com/CareerCoachTina/status/102076043527061505
;2011-07-28 16:35;0;0;"@TychoBrahe I'm an ENFP too. Are you married to an ISTJ like I am ? My folks were also ENFP and ISTJ . #oppositesattractapparently";;@TychoBrahe;#oppositesattractapparently;"96725449719291904";https://twitter.com/matthh/status/96725449719291904
;2011-07-27 06:39;0;0;"I am an ISTJ .";;;;"96213218803990528";https://twitter.com/dialmformovies/status/96213218803990528
;2011-07-21 11:36;0;0;"@KatiaMillar I am an ENFP too! I married an INFP and my father-in-law is an ISTJ (the exact opposite - he doesn't "get" me sometimes)";;@KatiaMillar;;"94113539190566912";https://twitter.com/raehanbobby/status/94113539190566912
;2011-07-17 19:11;0;0;"I am an ISTJ . These things are extremely accurate. Like. Extremely. Accurate. http://www. personalitypage.com/ISTJ.html";;;;"92778475714383872";https://twitter.com/karriespring/status/92778475714383872
;2011-07-15 14:42;0;0;"@RVAfoodie I am also an ISTJ but maxed out on the J. Our dept just ordered a bunch of myers briggs books. Tis the season I guess!";;@RVAfoodie;;"91986038876155906";https://twitter.com/bunnycaper/status/91986038876155906
;2011-07-13 08:16;0;0;"@LooseSpadesAnim Although, in all fairness I am more rules oriented like an ISTJ than I used to be. I blame the military. =P";;@LooseSpadesAnim;;"91164179767099392";https://twitter.com/DastardlyJap/status/91164179767099392
;2011-07-05 13:48;0;0;"So apparently I am not an INTJ, as I had always thought... ISTJ it is... but I am still a green woman, so that's really rare...";;;;"88348439963906048";https://twitter.com/_illadelph/status/88348439963906048
;2011-07-02 17:41;0;0;"@DC_7C03res I follow you but I am an " ISTJ "";;@DC_7C03res;;"87320021222694912";https://twitter.com/LizPecot/status/87320021222694912
;2011-06-20 19:58;0;0;"Anyone here done Myer Briggs? I am an ISTJ";;;;"83005767829028864";https://twitter.com/dialmformovies/status/83005767829028864
;2011-06-20 15:36;0;0;"I am an ISTJ . No surprise there.";;;;"82939850843619328";https://twitter.com/jenstevens7/status/82939850843619328
;2011-06-17 15:15;0;0;"Wondering if I am still an ISTJ";;;;"81847335512059904";https://twitter.com/rachelannculver/status/81847335512059904
;2011-06-17 09:32;1;0;"“ @StephKimbro : Reading @Jerrybrito blog Top ten myths about introverts http:// tinyurl.com/3jqz3n2 [so true]” I am an ISTJ and I agree!";;@StephKimbro @Jerrybrito;;"81761184025550848";https://twitter.com/mikeadams504/status/81761184025550848
;2011-06-15 04:28;0;0;"Today I am an ISTJ , apparently... Somewhere along the way I lost my intuition :-)";;;;"80959917837647872";https://twitter.com/kmeiresonne/status/80959917837647872
;2011-05-13 19:26;0;0;"Took a personality test and I am an ISTJ . Hardcore yo.";;;;"69226947762339841";https://twitter.com/JustLissNBD/status/69226947762339841
;2011-05-09 12:39;0;0;"@jonacuff I really enjoy Myers-Briggs assessments. I am an ISTJ";;@jonacuff;;"67675005898588160";https://twitter.com/StephanieBarnz/status/67675005898588160
;2011-04-26 22:01;0;0;"I am an ISTJ who has apparently chosen compatible career paths as a computer/network support specialist and business admin/mangement.";;;;"63105575843667968";https://twitter.com/drcuster/status/63105575843667968
